row_id,log10_gbar_m_per_s2,e_log10_gbar,log10_gobs_m_per_s2,e_log10_gobs,gbar_m_per_s2,gobs_m_per_s2,source_table,claim_boundary
211,-10.0,0.08,-9.74,0.11,1e-10,1.8197008586099825e-10,RAR.mrt,direct_standard_rar_table_only
212,-10.11,0.08,-9.82,0.11,7.7624711662869273e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
213,-10.21,0.08,-9.9,0.11,6.1659500186148097e-11,1.2589254117941662e-10,RAR.mrt,direct_standard_rar_table_only
214,-10.32,0.08,-9.98,0.11,4.7863009232263801e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
215,-10.4,0.08,-10.04,0.11,3.9810717055349695e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
216,-10.47,0.07,-10.09,0.11,3.3884415613920202e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
217,-10.55,0.07,-10.15,0.11,2.8183829312644493e-11,7.0794578438413739e-11,RAR.mrt,direct_standard_rar_table_only
218,-10.61,0.07,-10.21,0.11,2.4547089156850335e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
219,-10.68,0.07,-10.26,0.11,2.0892961308540409e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
220,-10.75,0.07,-10.31,0.11,1.7782794100389227e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
221,-10.81,0.07,-10.35,0.11,1.5488166189124796e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
222,-10.86,0.07,-10.39,0.11,1.3803842646028866e-11,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
223,-10.91,0.07,-10.42,0.11,1.2302687708123811e-11,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
224,-10.96,0.07,-10.43,0.11,1.0964781961431828e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
225,-11.0,0.07,-10.44,0.11,9.9999999999999994e-12,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
226,-11.05,0.07,-10.45,0.11,8.912509381337441e-12,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
227,-11.09,0.07,-10.47,0.11,8.1283051616409945e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
228,-11.12,0.07,-10.49,0.11,7.5857757502918518e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
229,-11.15,0.06,-10.52,0.11,7.0794578438413731e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
230,-11.18,0.06,-10.56,0.11,6.6069344800759645e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
231,-11.22,0.06,-10.59,0.11,6.0255958607435685e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
232,-11.25,0.06,-10.62,0.11,5.6234132519034904e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
233,-11.28,0.06,-10.65,0.11,5.2480746024977338e-12,2.2387211385683377e-11,RAR.mrt,direct_standard_rar_table_only
234,-11.3,0.06,-10.66,0.11,5.0118723362727147e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
235,-11.33,0.06,-10.68,0.11,4.6773514128719809e-12,2.0892961308540409e-11,RAR.mrt,direct_standard_rar_table_only
236,-11.35,0.06,-10.7,0.11,4.4668359215096347e-12,1.9952623149688828e-11,RAR.mrt,direct_standard_rar_table_only
237,-11.38,0.06,-10.72,0.11,4.1686938347033462e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
238,-11.41,0.06,-10.74,0.11,3.8904514499428045e-12,1.8197008586099825e-11,RAR.mrt,direct_standard_rar_table_only
239,-11.43,0.06,-10.76,0.11,3.7153522909717275e-12,1.7378008287493762e-11,RAR.mrt,direct_standard_rar_table_only
240,-11.46,0.06,-10.76,0.11,3.4673685045253096e-12,1.7378008287493762e-11,RAR.mrt,direct_standard_rar_table_only
241,-11.5,0.06,-10.78,0.11,3.1622776601683794e-12,1.6595869074375631e-11,RAR.mrt,direct_standard_rar_table_only
242,-11.57,0.06,-10.8,0.11,2.6915348039269138e-12,1.5848931924611107e-11,RAR.mrt,direct_standard_rar_table_only
243,-9.9,0.11,-10.29,0.1,1.2589254117941662e-10,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
244,-10.0,0.11,-10.16,0.07,1e-10,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
245,-10.11,0.11,-10.12,0.07,7.7624711662869273e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
246,-10.19,0.1,-10.11,0.06,6.4565422903465622e-11,7.7624711662869273e-11,RAR.mrt,direct_standard_rar_table_only
247,-10.22,0.1,-10.17,0.07,6.0255958607435689e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
248,-10.29,0.1,-10.2,0.06,5.1286138399136583e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
249,-10.35,0.1,-10.23,0.07,4.4668359215096346e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
250,-10.41,0.1,-10.25,0.07,3.8904514499428045e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
251,-10.44,0.09,-10.26,0.07,3.6307805477010174e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
252,-10.49,0.09,-10.29,0.06,3.235936569296281e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
253,-10.53,0.08,-10.31,0.06,2.9512092266663903e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
254,-10.57,0.08,-10.31,0.06,2.6915348039269138e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
255,-10.62,0.08,-10.32,0.06,2.3988329190194948e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
256,-10.67,0.08,-10.35,0.06,2.1379620895022323e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
257,-10.73,0.08,-10.37,0.07,1.8620871366628657e-11,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
258,-10.75,0.07,-10.41,0.07,1.7782794100389227e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
259,-10.8,0.07,-10.45,0.07,1.5848931924611107e-11,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
260,-10.84,0.07,-10.47,0.07,1.445439770745928e-11,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
261,-10.87,0.07,-10.5,0.08,1.348962882591656e-11,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
262,-10.92,0.07,-10.54,0.1,1.202264434617413e-11,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
263,-11.35,0.11,-11.04,0.09,4.4668359215096347e-12,9.1201083935591156e-12,RAR.mrt,direct_standard_rar_table_only
264,-11.16,0.07,-10.91,0.07,6.9183097091893623e-12,1.2302687708123811e-11,RAR.mrt,direct_standard_rar_table_only
265,-11.12,0.06,-10.81,0.07,7.5857757502918518e-12,1.5488166189124796e-11,RAR.mrt,direct_standard_rar_table_only
266,-11.15,0.06,-10.72,0.07,7.0794578438413731e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
267,-11.17,0.06,-10.72,0.06,6.7608297539198185e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
268,-11.18,0.05,-10.75,0.06,6.6069344800759645e-12,1.7782794100389227e-11,RAR.mrt,direct_standard_rar_table_only
269,-8.78,0.1,-8.88,0.14,1.6595869074375631e-09,1.3182567385564047e-09,RAR.mrt,direct_standard_rar_table_only
270,-8.9,0.1,-8.94,0.13,1.2589254117941663e-09,1.148153621496884e-09,RAR.mrt,direct_standard_rar_table_only
271,-9.02,0.09,-9.01,0.12,9.5499258602143681e-10,9.7723722095581118e-10,RAR.mrt,direct_standard_rar_table_only
272,-9.12,0.09,-9.06,0.12,7.5857757502918514e-10,8.7096358995607963e-10,RAR.mrt,direct_standard_rar_table_only
273,-9.21,0.09,-9.12,0.12,6.1659500186148092e-10,7.5857757502918514e-10,RAR.mrt,direct_standard_rar_table_only
274,-9.29,0.08,-9.17,0.12,5.1286138399136583e-10,6.7608297539198189e-10,RAR.mrt,direct_standard_rar_table_only
275,-9.36,0.08,-9.22,0.12,4.3651583224016655e-10,6.0255958607435691e-10,RAR.mrt,direct_standard_rar_table_only
276,-9.42,0.08,-9.28,0.12,3.8018939632056128e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
277,-9.47,0.08,-9.33,0.12,3.3884415613920202e-10,4.6773514128719813e-10,RAR.mrt,direct_standard_rar_table_only
278,-9.53,0.08,-9.39,0.12,2.9512092266663898e-10,4.0738027780411222e-10,RAR.mrt,direct_standard_rar_table_only
279,-9.59,0.08,-9.44,0.13,2.5703957827688648e-10,3.6307805477010177e-10,RAR.mrt,direct_standard_rar_table_only
280,-10.07,0.08,-9.8,0.12,8.511380382023759e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
281,-10.08,0.08,-9.8,0.12,8.3176377110267092e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
282,-10.1,0.08,-9.81,0.12,7.9432823472428218e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
283,-10.12,0.08,-9.81,0.12,7.5857757502918511e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
284,-10.14,0.08,-9.82,0.12,7.2443596007498915e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
285,-10.15,0.08,-9.82,0.12,7.0794578438413739e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
286,-10.17,0.08,-9.82,0.12,6.7608297539198192e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
287,-10.18,0.08,-9.83,0.12,6.6069344800759643e-11,1.4791083881682071e-10,RAR.mrt,direct_standard_rar_table_only
288,-10.19,0.08,-9.84,0.12,6.4565422903465622e-11,1.4454397707459281e-10,RAR.mrt,direct_standard_rar_table_only
289,-10.2,0.08,-9.85,0.12,6.3095734448019425e-11,1.4125375446227556e-10,RAR.mrt,direct_standard_rar_table_only
290,-10.21,0.08,-9.86,0.12,6.1659500186148097e-11,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
291,-10.22,0.08,-9.86,0.12,6.0255958607435689e-11,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
292,-10.22,0.08,-9.87,0.12,6.0255958607435689e-11,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
293,-10.23,0.08,-9.88,0.12,5.8884365535558838e-11,1.3182567385564046e-10,RAR.mrt,direct_standard_rar_table_only
294,-10.24,0.08,-9.89,0.12,5.7543993733715666e-11,1.2882495516931322e-10,RAR.mrt,direct_standard_rar_table_only
295,-10.28,0.08,-9.92,0.12,5.2480746024977339e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
296,-10.3,0.08,-9.94,0.12,5.0118723362727148e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
297,-10.32,0.08,-9.95,0.12,4.7863009232263801e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
298,-10.34,0.08,-9.96,0.13,4.5708818961487517e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
299,-10.43,0.07,-10.03,0.12,3.7153522909717275e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
300,-10.56,0.07,-10.12,0.12,2.7542287033381634e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
301,-10.67,0.07,-10.19,0.12,2.1379620895022323e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
302,-10.76,0.07,-10.23,0.12,1.7378008287493762e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
303,-10.85,0.07,-10.26,0.12,1.4125375446227554e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
304,-10.93,0.07,-10.3,0.12,1.1748975549395303e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
305,-11.01,0.07,-10.33,0.12,9.7723722095581123e-12,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
306,-11.11,0.07,-10.37,0.12,7.762471166286927e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
307,-10.98,0.1,-10.38,0.15,1.0471285480508986e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
308,-10.9,0.1,-10.22,0.14,1.2589254117941662e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
309,-10.94,0.09,-10.29,0.14,1.148153621496884e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
310,-11.04,0.08,-10.4,0.13,9.1201083935591156e-12,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
311,-11.2,0.07,-10.47,0.13,6.3095734448019426e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
312,-11.36,0.07,-10.53,0.13,4.3651583224016651e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
313,-11.44,0.06,-10.57,0.13,3.6307805477010174e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
314,-11.48,0.05,-10.6,0.13,3.3113112148259077e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
315,-11.44,0.05,-10.61,0.13,3.6307805477010174e-12,2.4547089156850335e-11,RAR.mrt,direct_standard_rar_table_only
316,-11.41,0.04,-10.66,0.13,3.8904514499428045e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
317,-11.44,0.04,-10.7,0.13,3.6307805477010174e-12,1.9952623149688828e-11,RAR.mrt,direct_standard_rar_table_only
318,-10.43,0.11,-9.84,0.1,3.7153522909717275e-11,1.4454397707459281e-10,RAR.mrt,direct_standard_rar_table_only
319,-10.4,0.1,-9.92,0.09,3.9810717055349695e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
320,-10.46,0.1,-9.94,0.08,3.4673685045253096e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
321,-10.54,0.1,-9.96,0.08,2.8840315031266117e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
322,-10.62,0.09,-9.99,0.08,2.3988329190194948e-11,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
323,-10.7,0.09,-10.04,0.08,1.9952623149688828e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
324,-10.76,0.08,-10.1,0.08,1.7378008287493762e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
325,-10.82,0.07,-10.14,0.07,1.5135612484362072e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
326,-10.88,0.07,-10.18,0.07,1.3182567385564048e-11,6.6069344800759643e-11,RAR.mrt,direct_standard_rar_table_only
327,-10.93,0.07,-10.23,0.07,1.1748975549395303e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
328,-10.96,0.06,-10.27,0.07,1.0964781961431828e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
329,-11.0,0.06,-10.3,0.07,9.9999999999999994e-12,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
330,-11.05,0.06,-10.33,0.07,8.912509381337441e-12,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
331,-11.11,0.06,-10.37,0.07,7.762471166286927e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
332,-11.17,0.06,-10.4,0.07,6.7608297539198185e-12,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
333,-11.25,0.06,-10.43,0.07,5.6234132519034904e-12,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
334,-11.28,0.05,-10.44,0.07,5.2480746024977338e-12,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
335,-11.31,0.05,-10.47,0.07,4.8977881936844567e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
336,-11.35,0.05,-10.49,0.07,4.4668359215096347e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
337,-11.38,0.05,-10.51,0.07,4.1686938347033462e-12,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
338,-11.41,0.05,-10.54,0.07,3.8904514499428045e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
339,-11.42,0.05,-10.56,0.07,3.8018939632056125e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
340,-11.44,0.05,-10.58,0.07,3.6307805477010174e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
341,-11.49,0.05,-10.6,0.07,3.2359365692962812e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
342,-11.51,0.05,-10.62,0.07,3.0902954325135922e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
343,-11.53,0.05,-10.65,0.07,2.9512092266663899e-12,2.2387211385683377e-11,RAR.mrt,direct_standard_rar_table_only
344,-11.57,0.05,-10.67,0.08,2.6915348039269138e-12,2.1379620895022323e-11,RAR.mrt,direct_standard_rar_table_only
345,-11.6,0.05,-10.69,0.07,2.5118864315095823e-12,2.0417379446695317e-11,RAR.mrt,direct_standard_rar_table_only
346,-11.62,0.05,-10.71,0.08,2.3988329190194949e-12,1.9498445997580414e-11,RAR.mrt,direct_standard_rar_table_only
347,-11.63,0.04,-10.72,0.07,2.3442288153199178e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
348,-11.0,0.11,-10.19,0.07,9.9999999999999994e-12,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
349,-10.99,0.11,-10.08,0.05,1.0232929922807536e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
350,-10.94,0.1,-10.08,0.03,1.148153621496884e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
351,-10.92,0.09,-10.14,0.03,1.202264434617413e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
352,-10.99,0.09,-10.2,0.03,1.0232929922807536e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
353,-11.02,0.09,-10.25,0.03,9.5499258602143682e-12,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
354,-11.04,0.08,-10.29,0.03,9.1201083935591156e-12,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
355,-11.06,0.08,-10.32,0.03,8.7096358995607959e-12,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
356,-11.07,0.06,-10.34,0.03,8.5113803820237597e-12,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
357,-11.14,0.06,-10.38,0.03,7.2443596007498911e-12,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
358,-11.2,0.06,-10.41,0.03,6.3095734448019426e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
359,-11.27,0.06,-10.44,0.03,5.3703179637025329e-12,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
360,-11.32,0.06,-10.47,0.03,4.7863009232263802e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
361,-11.29,0.05,-10.5,0.03,5.128613839913659e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
362,-11.34,0.05,-10.52,0.03,4.5708818961487516e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
363,-11.37,0.05,-10.54,0.02,4.2657951880159344e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
364,-10.23,0.11,-9.95,0.18,5.8884365535558838e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
365,-10.44,0.1,-10.01,0.17,3.6307805477010174e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
366,-10.63,0.09,-10.17,0.17,2.3442288153199179e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
367,-10.77,0.08,-10.32,0.17,1.6982436524617461e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
368,-10.89,0.07,-10.43,0.17,1.2882495516931322e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
369,-11.01,0.06,-10.53,0.17,9.7723722095581123e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
370,-11.11,0.06,-10.61,0.17,7.762471166286927e-12,2.4547089156850335e-11,RAR.mrt,direct_standard_rar_table_only
371,-10.69,0.1,-10.3,0.15,2.0417379446695317e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
372,-10.77,0.1,-10.25,0.14,1.6982436524617461e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
373,-10.86,0.09,-10.22,0.14,1.3803842646028866e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
374,-10.86,0.08,-10.21,0.14,1.3803842646028866e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
375,-10.92,0.07,-10.24,0.14,1.202264434617413e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
376,-11.03,0.06,-10.3,0.14,9.3325430079699234e-12,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
377,-11.15,0.06,-10.37,0.14,7.0794578438413731e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
378,-11.24,0.06,-10.4,0.14,5.7543993733715668e-12,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
379,-11.3,0.06,-10.45,0.14,5.0118723362727147e-12,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
380,-11.34,0.05,-10.47,0.14,4.5708818961487516e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
381,-11.39,0.05,-10.49,0.14,4.0738027780411221e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
382,-11.27,0.1,-10.57,0.09,5.3703179637025329e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
383,-11.27,0.1,-10.56,0.08,5.3703179637025329e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
384,-11.28,0.1,-10.56,0.07,5.2480746024977338e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
385,-11.24,0.1,-10.58,0.07,5.7543993733715668e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
386,-11.23,0.09,-10.54,0.07,5.8884365535558838e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
387,-11.22,0.08,-10.51,0.06,6.0255958607435685e-12,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
388,-11.21,0.08,-10.49,0.06,6.1659500186148099e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
389,-11.19,0.07,-10.49,0.07,6.4565422903465627e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
390,-11.19,0.07,-10.5,0.08,6.4565422903465627e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
391,-11.2,0.07,-10.52,0.09,6.3095734448019426e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
392,-11.21,0.07,-10.52,0.08,6.1659500186148099e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
393,-11.23,0.07,-10.54,0.07,5.8884365535558838e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
394,-11.26,0.07,-10.56,0.07,5.4954087385762484e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
395,-11.26,0.07,-10.56,0.07,5.4954087385762484e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
396,-11.26,0.07,-10.57,0.06,5.4954087385762484e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
397,-11.26,0.06,-10.58,0.06,5.4954087385762484e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
398,-11.25,0.06,-10.59,0.06,5.6234132519034904e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
399,-11.24,0.06,-10.59,0.06,5.7543993733715668e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
400,-11.23,0.06,-10.62,0.06,5.8884365535558838e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
401,-11.22,0.06,-10.63,0.06,6.0255958607435685e-12,2.3442288153199179e-11,RAR.mrt,direct_standard_rar_table_only
402,-11.21,0.06,-10.64,0.06,6.1659500186148099e-12,2.2908676527677699e-11,RAR.mrt,direct_standard_rar_table_only
403,-11.2,0.05,-10.64,0.06,6.3095734448019426e-12,2.2908676527677699e-11,RAR.mrt,direct_standard_rar_table_only
