table_schema,table_name,column_name,data_type
qsb_planck_bridge,pbr_spectral_readout_input_lineage,lineage_bundle_sha256,text
qsb_planck_bridge,pbr_spectral_readout_result,lineage_bundle_sha256,text
qsb_planck_bridge,pbr_spectral_readout_result,claim_status,text
qsb_planck_bridge,pbr_spectral_readout_result,physical_claim_release,text
qsb_planck_bridge,pbr_spectral_readout_run,claim_status,text
qsb_planck_bridge,pbr_spectral_readout_run,physical_claim_release,text
qsb_planck_bridge,pbr_spectral_readout_run,matrix_source,text
qsb_planck_bridge,pbr_spectral_readout_run,prior_psd_validation_source,text
qsb_planck_bridge,pbr_state_spec_run,physical_claim_release,text
qsb_planck_bridge,v_pbr_input_artefakt_scout_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_lag_mechanismus_design_de,Claim-Folge bei Bestehen,text
qsb_planck_bridge,v_pbr_lag_mechanismus_design_de,Claim-Folge bei Scheitern,text
qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Claim-Folge,text
qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_lag_mechanismus_execution_review_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,formaler Claim-Status,text
qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_nullmodell_result_review_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_psd_test01_claim_boundary,claim_status,text
qsb_planck_bridge,v_pbr_psd_test01_claim_boundary,physical_claim_release,text
qsb_planck_bridge,v_pbr_psd_test01_claim_boundary,claim_text,text
qsb_planck_bridge,v_pbr_psd_test01_gate_result,lineage_bundle_sha256,text
qsb_planck_bridge,v_pbr_psd_test01_gate_result,claim_status,text
qsb_planck_bridge,v_pbr_psd_test01_gate_result,physical_claim_release,text
qsb_planck_bridge,v_pbr_psd_test01_summary,claim_status,text
qsb_planck_bridge,v_pbr_psd_test01_summary,physical_claim_release,text
qsb_planck_bridge,v_pbr_psd_test01_summary,blocked_claims,bigint
qsb_planck_bridge,v_pbr_spectral_readout01_claim_boundary,claim_status,text
qsb_planck_bridge,v_pbr_spectral_readout01_claim_boundary,physical_claim_release,text
qsb_planck_bridge,v_pbr_spectral_readout01_claim_boundary,claim_text,text
qsb_planck_bridge,v_pbr_spectral_readout01_summary,claim_status,text
qsb_planck_bridge,v_pbr_spectral_readout01_summary,physical_claim_release,text
qsb_planck_bridge,v_pbr_state_spec01_claim_boundary,claim_text,text
qsb_planck_bridge,v_pbr_state_spec01_summary,physical_claim_release,text
qsb_planck_bridge,v_pbr_state_spec01_summary,allowed_claims,bigint
qsb_planck_bridge,v_pbr_state_spec01_summary,blocked_claims,bigint
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_design_de,Claim-Folge,text
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_design_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_zulassung_de,Claim-Folge,text
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_zulassung_de,physikalische Claim-Freigabe,text
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_zulassung_review_de,Lineage-Reparaturkandidaten,text
qsb_planck_bridge,v_pbr_unabhaengige_lag_variable_zulassung_review_de,physikalische Claim-Freigabe,text
qsb_scale_mapping,claim_boundary,claim_boundary_id,text
qsb_scale_mapping,claim_boundary,allowed_claim,text
qsb_scale_mapping,claim_boundary,forbidden_claim,text
qsb_scale_mapping,claim_boundary,claim_status,text
qsb_scale_mapping,claim_boundary,physical_claim_release,text
qsb_scale_mapping,mapping_definition,claim_status,text
qsb_scale_mapping,mapping_definition,physical_claim_release,text
qsb_scale_mapping,scale_mapping_run,note_version,text
qsb_scale_mapping,scale_mapping_run,note_sha256,text
qsb_scale_mapping,scale_mapping_run,claim_boundary_count,integer
qsb_scale_mapping,scale_mapping_run,claim_status,text
qsb_scale_mapping,scale_mapping_run,physical_claim_release,text
qsb_scale_mapping,scale_mapping_run,claim_boundary,text
qsb_scale_mapping,special_case,physical_claim_release,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_claim_boundary,claim_status,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_claim_boundary,physical_claim_release,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_claim_boundary,allowed_claim,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_claim_boundary,forbidden_claim,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_dashboard,claim_boundary_count,integer
qsb_scale_mapping,v_planck_bridge_scale_mapping_dashboard,actual_claim_boundary_count,bigint
qsb_scale_mapping,v_planck_bridge_scale_mapping_dashboard,physical_claim_release,text
qsb_scale_mapping,v_planck_bridge_scale_mapping_dashboard,claim_boundary,text
qsb_scale_mapping,variable_registry,physical_claim_release,text
raw,raw_claim_boundary,claim_boundary_id,text
raw,raw_claim_boundary,claim_boundary,text
raw,raw_claim_boundary,claim_status,text
raw,source_artifact,source_run_id,text
raw,source_artifact,claim_boundary,text
raw,source_file,source_file_id,text
raw,source_file,claim_boundary,text
staging,markdown_document,title,text
staging,matrix_topology_edge_candidate,source_text,text
staging,sparc_massmodels_baseline,claim_boundary,text
staging,sparc_rar_direct,source_table,text
staging,sparc_rar_direct,claim_boundary,text
staging,sparc_source_file_registry,source_file_id,text
validation,claim_boundary,claim_boundary_id,text
validation,claim_boundary,claim_boundary,text
validation,claim_boundary,claim_status,text
validation,validation_result,notes,text
